text,label,label_id
vss_usb_host_gnd,芯片,7
debug_1_tx,芯片,7
d_clamp_device_net_5v,二极管,0
can_l_1,芯片,7
r_pullup_uart_10k,电阻,6
r_current_limit_12k,电阻,6
stm32f767,芯片,7
gnd28 agnd,接地,2
gpioc11_uart,芯片,7
2.7μf,电容,3
lin_master_tx,芯片,7
tvs_wifi_6v8,压敏电阻,1
gnd_sdio,接地,2
100v,压敏电阻,1
spi_miso,芯片,7
l54,电感,4
opamp_1_out,芯片,7
debug_test_tx,芯片,7
gpioa0_pullup,芯片,7
vcc_3.3v_filtered,芯片,7
d_clamp_usb_5v,二极管,0
d59,二极管,0
spi_cs_b,芯片,7
910mh,电感,4
gpiod6_adc,芯片,7
u45,芯片,7
sdio_d5,芯片,7
rtc_data,芯片,7
m45,电机,5
u16 msp430f149,芯片,7
c_ceramic_ethernetip_100pf,电容,3
gnd_devicenet,接地,2
gnd12 dgnd,接地,2
rv46 43v,压敏电阻,1
rs422_term,电阻,6
m25,电机,5
pwm_2_out0,芯片,7
iso9141_wake,芯片,7
pgnd,接地,2
r_pulldown_spi_10k,电阻,6
debug_data_2,芯片,7
m57,电机,5
kwp2000_err,芯片,7
usb3_rx1+,芯片,7
can_low_speed,芯片,7
m3/rv3,电机,5
tvs_bt_6v8,压敏电阻,1
ram_data0,芯片,7
c_electrolytic_5v_100uf,电容,3
u35,芯片,7
28mh,电感,4
gpiob11_i2c,芯片,7
r_gnd_div_68k,电阻,6
zigbee_wake,芯片,7
modbus_rtu_rx,芯片,7
i2s_data,芯片,7
sd_wp,芯片,7
busy,芯片,7
qspi_cs_b,芯片,7
sgnd,接地,2
sdio_d2,芯片,7
power_save_en,芯片,7
i2s_sdata_in,芯片,7
boot_mode1,芯片,7
2a 600v,二极管,0
adc_in9,芯片,7
stm32f413,芯片,7
kwp2000_reset,芯片,7
c_ceramic_hart_100pf,电容,3
0.3a 200v,二极管,0
int_2,芯片,7
d7,二极管,0
r18 47kω,电阻,6
3.3mh,电感,4
i2c_scl+i2c_sda,芯片,7
12v 1a,电机,5
20kω,电阻,6
m15,电机,5
lin_slave_rx,芯片,7
i2s_24bit_sdata_in,芯片,7
boot_mode2,芯片,7
r_gnd_div_33k,电阻,6
obd2_chassis_gnd,接地,2
vddq_memory,芯片,7
330mh,电感,4
lin_slave_err,芯片,7
spi_sclk_phase,芯片,7
gnd4 sgnd,接地,2
i2s_lrck,芯片,7
230v,压敏电阻,1
c5,电容,3
d1,二极管,0
adc_in0_12bit,芯片,7
irq_3,芯片,7
pwm_out3,芯片,7
c_filter_profibus_10nf,电容,3
dac_diff_out1n,芯片,7
d45,二极管,0
m38 3v,电机,5
dac_clk,芯片,7
c37,电容,3
11mh,电感,4
obd2_can_term,电阻,6
d_led_driver_blue,二极管,0
pic16f877a,芯片,7
dac2,芯片,7
470v,压敏电阻,1
gnd1,接地,2
reset_b,芯片,7
kwp2000_wake,芯片,7
gnd25,接地,2
0.5a 900v,二极管,0
pgnd,接地,2
u51,芯片,7
gnd35,接地,2
i2s_clk,芯片,7
l11,电感,4
l_filter_i2c_15uh,电感,4
r28 1.2kω,电阻,6
27mh,电感,4
r_vcc_div_15k,电阻,6
vcore_1.8v,芯片,7
u48 stm32f446,芯片,7
c34 2n2f,电容,3
eeprom_scl,芯片,7
36mh,电感,4
spi_si_slave,芯片,7
510nf,电容,3
l25,电感,4
devicenet_term,电阻,6
jtag_tck,芯片,7
gnd31,接地,2
rv4_47v,压敏电阻,1
0.5a 500v,二极管,0
lcd_sda,芯片,7
r_term_rs485_120r,电阻,6
d39,二极管,0
c19,电容,3
sensor_trig_out,芯片,7
d25,二极管,0
spi_sclk&3,芯片,7
75nf,电容,3
68kω,电阻,6
470μh,电感,4
usb3_term,电阻,6
reset_n_activelow,芯片,7
1kω,电阻,6
adc_in0/9,芯片,7
910ω,电阻,6
pwm_sync,芯片,7
usb3_tx1-,芯片,7
rv2 22v,压敏电阻,1
m1,电机,5
usb_dp_pullup,芯片,7
devicenet_power,芯片,7
d_esd_nfc,二极管,0
wifi_tx,芯片,7
tvs_hart_12v,压敏电阻,1
l36,电感,4
1a 500v,二极管,0
sdio_d0,芯片,7
820ω,电阻,6
rv35,压敏电阻,1
gnd_iso9141,接地,2
ram_clk,芯片,7
l27,电感,4
3.9mh,电感,4
rs422_tx-,芯片,7
gnd33,接地,2
adc_in0,芯片,7
rv41,压敏电阻,1
sleep_mode_ctrl,芯片,7
r_pullup_spi_4_7k,电阻,6
uart_rts_3,芯片,7
4-20ma_wake,芯片,7
can_h_2,芯片,7
d_clamp_lin_12v,二极管,0
r20 120ω,电阻,6
1a 1000v,二极管,0
d23,二极管,0
vdd_pll,芯片,7
l2 22mh,电感,4
swd_nrst,芯片,7
vcc_led,芯片,7
profinet_mdc,芯片,7
u30 stm32l071,芯片,7
m17,电机,5
int,芯片,7
u54 stm32l151,芯片,7
uart_cts_2,芯片,7
12mh,电感,4
r2 470ω,电阻,6
c_electrolytic_3_3v_220uf,电容,3
uart_tx%4,芯片,7
devicenet_reset,芯片,7
gnd52 dgnd,接地,2
l48,电感,4
ram_cs_b,芯片,7
hdmi_tx_clk_n,芯片,7
jtag_emu1,芯片,7
modbus_tcp_reset,芯片,7
wifi_5g_err,芯片,7
sleep_mode,芯片,7
1.5mh,电感,4
atmega2560,芯片,7
3a 1200v,二极管,0
1a 300v,二极管,0
gnd,接地,2
wifi_5g_clk,芯片,7
irq_1,芯片,7
rv33,压敏电阻,1
gpioa9_dac,芯片,7
gpioc6_adc,芯片,7
i2c_sda_slave,芯片,7
gnd_obd2,接地,2
gnd23,接地,2
obd2_clk,芯片,7
eth_2_tx_n,芯片,7
iso11898_can_h,芯片,7
gnd39,接地,2
r_pulldown_i2c_10k,电阻,6
1a 400v,二极管,0
r_current_limit_3k3,电阻,6
c_electrolytic_gnd_100uf,电容,3
vcc_3.3v,芯片,7
gpioc1_output,芯片,7
i2c_1_sda,芯片,7
r_term_eth_50r,电阻,6
rs422_err,芯片,7
iso11898_reset,芯片,7
swd_swo,芯片,7
u2 stm32f407,芯片,7
pgnd,接地,2
47μf,电容,3
0.3a 300v,二极管,0
c20 1μ5f,电容,3
tvs_profibus_12v,压敏电阻,1
r5/330ω,电阻,6
c18 680nf,电容,3
bt_5_0_tx,芯片,7
gpiod0_input,芯片,7
ethernetip_tx_n,芯片,7
hdmi2_0_tx_data0,芯片,7
75v,压敏电阻,1
d11,二极管,0
47mh,电感,4
gnd#电源地,接地,2
gpioc9_spi,芯片,7
vcc_usb,芯片,7
c45,电容,3
r57,电阻,6
sdio_8bit_clk,芯片,7
tvs_4_20ma_12v,压敏电阻,1
m40 6v,电机,5
i2c_scl#1,芯片,7
gnd_signal_sig,接地,2
u11,芯片,7
gnd41,接地,2
rtc_clk,芯片,7
d1_0.5a 200v-do-41,二极管,0
u63,芯片,7
16mh,电感,4
kwp2000_clk,芯片,7
rs485_re_ind,芯片,7
gnd21,接地,2
1000v,压敏电阻,1
eth_1_rx_p,芯片,7
d_clamp_ethernetip_5v,二极管,0
profinet_wake,芯片,7
r34 6.8kω,电阻,6
rs485_term,电阻,6
profinet_txd-,芯片,7
adc_vrefp,芯片,7
modbus_tcp_data,芯片,7
gpioa2_exti,芯片,7
12nf,电容,3
config0,芯片,7
r_pulldown_uart_4_7k,电阻,6
rv59,压敏电阻,1
comp_1_inn,芯片,7
gpiod8_spi,芯片,7
l22,电感,4
i2s_24bit_clk,芯片,7
gnd47,接地,2
l_power_zigbee_33uh,电感,4
m30 1.1a,电机,5
c56 620nf,电容,3
c_decouple_motor_47uf,电容,3
sensor_echo_in,芯片,7
gpiod7_adc,芯片,7
eeprom_sda,芯片,7
atmega8,芯片,7
ale,芯片,7
obd2_l_line,芯片,7
mipi_dsi_clk+,芯片,7
can_low_clk,芯片,7
d37,二极管,0
gpiod2_exti,芯片,7
d43,二极管,0
int_3,芯片,7
3a 800v,二极管,0
tvs_sdio_6v8,压敏电阻,1
1mω,电阻,6
c57,电容,3
wake_on_gpio,芯片,7
scl,芯片,7
cs0_b,芯片,7
uart_cts_1,芯片,7
rv5/68v,压敏电阻,1
u6 arduino uno,芯片,7
r_term_device_net_120r,电阻,6
gnd42 agnd,接地,2
gnd48 dgnd,接地,2
vdd_sensor,芯片,7
d3,二极管,0
d36,二极管,0
d4_3a 800v,二极管,0
rv31,压敏电阻,1
config2,芯片,7
spi_miso_master,芯片,7
gpioa0@7,芯片,7
rv57,压敏电阻,1
1a 1100v,二极管,0
110ω,电阻,6
r1,电阻,6
u18 raspberry pi pico,芯片,7
c5/1μ5f,电容,3
timer_reset,芯片,7
r_pulldown_uart_10k,电阻,6
r_term_usb_45r,电阻,6
can_h_channel1,芯片,7
gnd_ascii,接地,2
r_vcc_div_82k,电阻,6
hart_rx,芯片,7
u61,芯片,7
gnd7,接地,2
3a 300v,二极管,0
obd2_reserved_3,芯片,7
most_clock,芯片,7
c_ceramic_zigbee_100pf,电容,3
l5/150μh,电感,4
l40,电感,4
d_esd_hdmi,二极管,0
iso14230_4_kwp,芯片,7
nrf52832,芯片,7
pgnd,接地,2
c30 220pf,电容,3
gpiod10_uart,芯片,7
c_ceramic_can_100pf,电容,3
rv40 1100v,压敏电阻,1
sgnd,接地,2
lin_master_clk,芯片,7
jtag_trst_b,芯片,7
lora_rx,芯片,7
1.2mh,电感,4
c_ceramic_lin_100pf,电容,3
lin_bus_term,电阻,6
0.7a,电机,5
obd2_err,芯片,7
c48 87nf,电容,3
gpiob10_i2c,芯片,7
c4_100pf,电容,3
u33,芯片,7
d61,二极管,0
r5,电阻,6
ascii_power,芯片,7
38v,电机,5
en_usb,芯片,7
m5,电机,5
d21,二极管,0
d16 2a 800v,二极管,0
2μ2f,电容,3
capture_out1,芯片,7
en_periph,芯片,7
2k2ω,电阻,6
mipi_csi_wake,芯片,7
680v,压敏电阻,1
m27,电机,5
led_ctrl,芯片,7
capture_out0,芯片,7
r15,电阻,6
gnd49,接地,2
d2 0.5a 200v,二极管,0
profinet_err,芯片,7
hold,芯片,7
c58 870nf,电容,3
motor_current_fb,电机,5
c_decouple_device_net_22uf,电容,3
eeprom_sda,芯片,7
reset,芯片,7
120mh,电感,4
r52 51kω,电阻,6
most_power,芯片,7
r_current_limit_15k,电阻,6
eth_1_tx_n,芯片,7
c_electrolytic_3_3v_470uf,电容,3
d_clamp_hart_5v,二极管,0
eth_rx_p,芯片,7
rv62 400v,压敏电阻,1
l21,电感,4
c2 22μf,电容,3
r54 91kω,电阻,6
ethernetip_power,芯片,7
d2 0.5a 200v,二极管,0
c16 330nf,电容,3
c_filter_mipi_10nf,电容,3
c43,电容,3
sdio_8bit_d2,芯片,7
c_filter_wifi_1nf,电容,3
vss_sensor_gnd,芯片,7
dac_diff_out0p,芯片,7
wifi_5g_term,电阻,6
rv37,压敏电阻,1
l37,电感,4
gpiof1_output,芯片,7
most_wake,芯片,7
3a 1100v,二极管,0
c_decouple_buzzer_22uf,电容,3
gnd29,接地,2
m37,电机,5
r4_10kω,电阻,6
l2 22mh,电感,4
done,芯片,7
sdio_8bit_cmd,芯片,7
usb3_tx1+,芯片,7
mipi_dsi_clk-,芯片,7
17v,电机,5
rv24 51v,压敏电阻,1
r_vcc_div_68k,电阻,6
56v,压敏电阻,1
c31,电容,3
qspi_io1,芯片,7
u7,芯片,7
d54,二极管,0
240ω,电阻,6
r12 680ω,电阻,6
c49,电容,3
can_h_1,芯片,7
d62,二极管,0
4k7ω,电阻,6
gpiob7_adc,芯片,7
agnd,接地,2
360ω,电阻,6
flash_clk,芯片,7
gpiob2_exti,芯片,7
tvs_eth_8v2,压敏电阻,1
pwm2,芯片,7
wifi_5g_tx,芯片,7
150mh,电感,4
sd_cmd,芯片,7
c_electrolytic_9v_680uf,电容,3
sd_d1,芯片,7
bt_5_0_wake,芯片,7
swd_clk,芯片,7
0.25a,电机,5
d5/0.3a 100v,二极管,0
gnd38 agnd,接地,2
gnd44 pgnd,接地,2
gpiod5_pwm,芯片,7
timer_2_clk,芯片,7
3.9kω,电阻,6
dac_2_out0,芯片,7
profinet_rxd-,芯片,7
profibus_dp_data+,芯片,7
sdio_4bit_term,电阻,6
sensor_scl,芯片,7
m6 24v 0.8a,电机,5
gpiod3_exti,芯片,7
d12 3a 400v,二极管,0
u47,芯片,7
r6 2.2kω,电阻,6
rs232_cts,芯片,7
profibus_dp_gnd,芯片,7
canopen_can_h,芯片,7
lin_slave_clk,芯片,7
adc_calib,芯片,7
flash_clk,芯片,7
m42 8v,电机,5
lin_slave_tx,芯片,7
0.3a 500v,二极管,0
180nf,电容,3
u43,芯片,7
rs422_reset,芯片,7
iso15765_can_l,芯片,7
spi_cs0_b,芯片,7
r30 5.6kω,电阻,6
r36 220kω,电阻,6
gpioc4_pwm,芯片,7
r1(100ω)+c1(10μf),电阻,6
tvs_nfc_6v8,压敏电阻,1
hart_tx,芯片,7
sdio_4bit_clk,芯片,7
dac_out0,芯片,7
d28,二极管,0
m1_12v-0.5a,电机,5
canopen_err,芯片,7
gnd4_sgnd,接地,2
qspi_clk,芯片,7
vdd_usb_host,芯片,7
hdmi_rx,芯片,7
power_ok,芯片,7
oe_b,芯片,7
r_pullup_can_10k,电阻,6
sdio_d4,芯片,7
ethernetip_mdio,芯片,7
rv30 190v,压敏电阻,1
rs232_rxd_ind,芯片,7
l14 150μh,电感,4
vcc_gps,芯片,7
r26 82kω,电阻,6
agnd,接地,2
r61,电阻,6
vcc,芯片,7
usart_rx,芯片,7
150ω,电阻,6
r_current_limit_8k2,电阻,6
u10(pic16f877a),芯片,7
sdio_4bit_err,芯片,7
u29,芯片,7
l56,电感,4
270mh,电感,4
ram_data1,芯片,7
gnd54 sgnd,接地,2
power_en,芯片,7
2μ2f,电容,3
rtc_clk_in,芯片,7
gnd_i2c,接地,2
boot_mode_sel0,芯片,7
jtag_tms_1,芯片,7
c3-47nf,电容,3
l32,电感,4
vout_switch,芯片,7
dac_diff_out0n,芯片,7
mipi_csi_term,电阻,6
u19,芯片,7
jtag_tdi_1,芯片,7
m1,电机,5
m8 9v 0.4a,电机,5
sae_j2284_can_h,芯片,7
gnd6 agnd,接地,2
swd_clk_test,芯片,7
r_term_zigbee_50r,电阻,6
fault,芯片,7
d53,二极管,0
bt_5_0_err,芯片,7
opamp_1_inn,芯片,7
gpiog1_output,芯片,7
c36 4n7f,电容,3
vcc_usb_device,芯片,7
stm32f030(5v),芯片,7
stm32f439,芯片,7
gpioc0_input,芯片,7
usb_dp_3.3v,芯片,7
4.5v,电机,5
iso9141_2_k_line,芯片,7
hdmi_rx_data0,芯片,7
gpioc10_uart,芯片,7
vcc_usb_host,芯片,7
motor_driver_in1,芯片,7
1n5f,电容,3
pic18f4550,芯片,7
36v,压敏电阻,1
en_sd,芯片,7
1.5kω,电阻,6
3a 200v,二极管,0
iso9141_term,电阻,6
rs485_reset,芯片,7
iso11519_can_l,芯片,7
gpiob5_pwm,芯片,7
can_err,芯片,7
rv22 27v,压敏电阻,1
m48 19v,电机,5
l_filter_ethernetip_68uh,电感,4
r_voltage_div_bottom_22k,电阻,6
vcc_bt,芯片,7
uart_5_rx,芯片,7
vout_3.3v,芯片,7
560μh,电感,4
1a 800v,二极管,0
27kω,电阻,6
l58,电感,4
hdmi2_0_tx_data1_n,芯片,7
rv55,压敏电阻,1
eth_tx_p,芯片,7
51nf,电容,3
gnd19,接地,2
gpiod4_pwm,芯片,7
c_filter_4_20ma_1nf,电容,3
c38 8n2f,电容,3
gnd59,接地,2
boot_mode_sel2,芯片,7
vdd_ana,芯片,7
c_ceramic_mipi_100pf,电容,3
usb_dp+usb_dm,芯片,7
current_sense,芯片,7
gpioc8_spi,芯片,7
sgnd,接地,2
vdd_ldo,芯片,7
2.7kω,电阻,6
m56,电机,5
gnd24 agnd,接地,2
gnd_nfc,接地,2
gnd3,接地,2
vssd_digital_gnd,芯片,7
relay_driver,芯片,7
c_electrolytic_24v_680uf,电容,3
l34,电感,4
9.1mh,电感,4
l_power_usb_47uh,电感,4
1a 600v/do-41,二极管,0
vcc_sensor,芯片,7
hdmi_tx_data2,芯片,7
wake_on_usb_host,芯片,7
d38,二极管,0
zigbee_tx,芯片,7
rs485_re,芯片,7
27v,电机,5
agnd,接地,2
rv21,压敏电阻,1
u1,芯片,7
cs1_b,芯片,7
bt_rx,芯片,7
pwm_out1,芯片,7
l10 47μh,电感,4
pwm_2_out1,芯片,7
d1,二极管,0
devicenet_vref,芯片,7
mipi_csi_data1+,芯片,7
rv34 430v,压敏电阻,1
gnd_hdmi,接地,2
r1_100ω-1%,电阻,6
sd_cmd,芯片,7
r9,电阻,6
d57,二极管,0
eth_2_rx_p,芯片,7
lora_tx,芯片,7
gnd,接地,2
iso11519_can_h,芯片,7
we_b,芯片,7
i2c_2_scl,芯片,7
m58,电机,5
c_ceramic_hdmi2_0_10nf,电容,3
d41,二极管,0
10μf,电容,3
vss_ana_gnd,芯片,7
battery_detect,芯片,7
spi_2_mosi,芯片,7
c12 56nf,电容,3
34v,电机,5
vss_eth_gnd,芯片,7
can_low_err,芯片,7
2a 200v,二极管,0
m50 22v,电机,5
gnd_pin,芯片,7
rs422_tx+,芯片,7
gnd37,接地,2
m63,电机,5
gnd30 dgnd,接地,2
c33,电容,3
30v,电机,5
canopen_reset,芯片,7
sdio_d7,芯片,7
rs232_reset,芯片,7
wake_up,芯片,7
rv29,压敏电阻,1
u53,芯片,7
c55,电容,3
agnd,接地,2
i2c_a1_address,芯片,7
l5,电感,4
swd_clk_2,芯片,7
m16 28v 0.9a,电机,5
qspi_io3,芯片,7
1.6a,电机,5
r_load_sensor_220r,电阻,6
180mh,电感,4
mipi_csi_clk-,芯片,7
lin_rx,芯片,7
l20,电感,4
l1_10mh-5%,电感,4
stm32l100,芯片,7
100μh,电感,4
560nf,电容,3
c_ceramic_sdio_100pf,电容,3
rv53,压敏电阻,1
gnd61,接地,2
u10 stm32l476,芯片,7
r59,电阻,6
0.5a 400v,二极管,0
uart_cts_3,芯片,7
750v,压敏电阻,1
adc_in5,芯片,7
eth_rst,芯片,7
trst_b_test,芯片,7
620mh,电感,4
nfc_data,芯片,7
buzzer_ctrl,芯片,7
m2 12v 0.5a,电机,5
u15,芯片,7
jtag_tck_testpoint,芯片,7
gnd63,接地,2
gpiod11_uart,芯片,7
vdd_eth,芯片,7
r_vcc_div_180k,电阻,6
qspi_io0,芯片,7
r10 3.3kω,电阻,6
r_gnd_div_220k,电阻,6
nfc_clk,芯片,7
gpiob4_pwm,芯片,7
l4 1mh,电感,4
220v,压敏电阻,1
u4 esp8266,芯片,7
r_gnd_div_150k,电阻,6
4-20ma_signal_out,芯片,7
3a 800v/to-220,二极管,0
vss_led_gnd,芯片,7
nrst,芯片,7
rv13,压敏电阻,1
uart_4_tx,芯片,7
1a 200v,二极管,0
mipi_dsi_data0-,芯片,7
dgnd,接地,2
u21,芯片,7
voltage_monitor_3_3v,芯片,7
gnd_usb,接地,2
47ω,电阻,6
r11,电阻,6
jtag_tdo_1,芯片,7
dac_1_out1,芯片,7
rs422_power,芯片,7
r42 10mω,电阻,6
motor_temp_fb,电机,5
m60,电机,5
rtc_rst,芯片,7
lcd_rst,芯片,7
sensor_clk,芯片,7
iso11898_can_l,芯片,7
rv1_22v-10ka,压敏电阻,1
gnd50 sgnd,接地,2
sdio_4bit_d0,芯片,7
most_clk,芯片,7
hdmi_tx_data2_n,芯片,7
rs485_err,芯片,7
d18,二极管,0
temp_sensor_in,芯片,7
m47,电机,5
motor_power_en,电机,5
c_decouple_ic_1uf,电容,3
u40 stm32f105,芯片,7
910v,压敏电阻,1
r35,电阻,6
tvs_device_net_12v,压敏电阻,1
gpio2,芯片,7
75kω,电阻,6
modbus_rtu_rts,芯片,7
obd2_sae_j1850_pwm+,芯片,7
hdmi_tx_clk,芯片,7
gnd_spi,接地,2
r_pulldown_spi_22k,电阻,6
esp32-c3,芯片,7
vin_battery,芯片,7
obd2_k_line,芯片,7
adc_in8,芯片,7
c_filter_lin_1nf,电容,3
bt_5_0_rx,芯片,7
c_filter_vcc_10uf,电容,3
nc,芯片,7
pwm_in0,芯片,7
3v/0.1a,电机,5
c24 6μ8f,电容,3
stm32f411,芯片,7
c_decouple_usb_1uf,电容,3
gnd_电源地-pcb,接地,2
c3,电容,3
u9,芯片,7
m41,电机,5
qspi_clk,芯片,7
13v,电机,5
can_low_wake,芯片,7
m10 18v 0.7a,电机,5
comp_inn1,芯片,7
opamp_inp0,芯片,7
rs232_txd_ind,芯片,7
obd2_reserved_9,芯片,7
mipi_dsi_err,芯片,7
68v,压敏电阻,1
adc_1_in1,芯片,7
mipi_csi_clk+,芯片,7
r45,电阻,6
9v 0.4a,电机,5
pgnd,接地,2
modbus_rtu_cts,芯片,7
r31,电阻,6
91mh,电感,4
d22,二极管,0
vdd_lcd,芯片,7
adc_in1,芯片,7
lin_master_wake,芯片,7
sgnd,接地,2
vss_aux_gnd,芯片,7
l3,电感,4
vss_gnd,芯片,7
2a 900v,二极管,0
l17,电感,4
rs485_b_ind,芯片,7
d20,二极管,0
qspi_io1,芯片,7
profibus_term,电阻,6
4-20ma_signal_in,芯片,7
l47,电感,4
m36 1.9a,电机,5
l23,电感,4
r_vcc_div_150k,电阻,6
470kω,电阻,6
vdd_4.2v,芯片,7
eth_tx,芯片,7
gnd_wifi,接地,2
rs485_de,芯片,7
51mh,电感,4
m31,电机,5
opamp_1_inp,芯片,7
spi_mosi_master,芯片,7
l42,电感,4
gpiob9_dac,芯片,7
stm32h747,芯片,7
rv16 560v,压敏电阻,1
uart_tx+uart_rx,芯片,7
c_electrolytic_12v_470uf,电容,3
d10(0.5a 400v),二极管,0
u38 atmega128,芯片,7
m55,电机,5
sensor_sda,芯片,7
gnd_mipi,接地,2
r25,电阻,6
6n8f,电容,3
r_term_profibus_150r,电阻,6
4-20ma_term,电阻,6
vss_lora_gnd,芯片,7
power_monitor_5v,芯片,7
c9,电容,3
c_filter_bt_10nf,电容,3
gpioa0+gpioa1,芯片,7
vdd_reg,芯片,7
rv26 91v,压敏电阻,1
0.3a 100v,二极管,0
comp_2_inp,芯片,7
jtag_trst_b_1,芯片,7
sdio_8bit_d3,芯片,7
u23,芯片,7
swd_reset,芯片,7
l12 68μh,电感,4
d46,二极管,0
87mh,电感,4
c7,电容,3
4-20ma_reset,芯片,7
agnd,接地,2
gps_rx,芯片,7
l38,电感,4
0.3a 1000v,二极管,0
gnd8 pgnd,接地,2
l59,电感,4
r10(2.2kω),电阻,6
gnd45,接地,2
m59,电机,5
c52 270nf,电容,3
4.7mh,电感,4
7.5v,电机,5
220ω,电阻,6
lcd_rs,芯片,7
usb3_wake,芯片,7
d50,二极管,0
jtag_vref,芯片,7
r60 280ω,电阻,6
vref_2.5v,芯片,7
1.3a,电机,5
swd_vref,芯片,7
r38 1m5ω,电阻,6
820μh,电感,4
10v 0.45a,电机,5
debug_data,芯片,7
modbus_ascii_rx,芯片,7
iso9141_data,芯片,7
470nf,电容,3
rv3-33v,压敏电阻,1
r_gnd_div_22k,电阻,6
c1_10μf-10%,电容,3
l26,电感,4
sd_clk,芯片,7
c17,电容,3
3a 900v,二极管,0
adc1,芯片,7
